Family,Genus,Species,ISIfruits,ISIseeds,ISItotal,Latitude,Longitude,notes,source
Proteaceae,Grevillea,wilsonii,0.25,,,-25,135,Collins and Grey 1988; Australian average range,Goldingay and Carthew 1998
Proteaceae,Grevillia,robusta,1.00,,,-28.18,152.43,,Kalinganire et al. 2000
Proteaceae,Hakea,cristata,1.00,,,-25,135,Lamont et al unpub. Data; Australian average range,Goldingay and Carthew 1998
Proteaceae,Hakea,erinacea,-0.64,,,-25,135,Lamont et al unpub. Data; Australian average range,Goldingay and Carthew 1998
Proteaceae,Lomatia,silaifolia,0.92,,,-34.3,150.9167,,Denham and Whelan 2000
Proteaceae,Macadamia,integrifolia,0.96,,,island,island,average of three cultivars,Sedgley 1983
Proteaceae,Persoonia,glaucescens,1.00,,,-33.809,151.129,avg. see inds. Tab,Rymer et al. 2005
Proteaceae,Persoonia,juniperina,0.60,,,-25,135,,Cadzow and Carthew 2000
Proteaceae,Persoonia,lanceolata,0.98,,,-33.809,151.129,avg. see inds. Tab,Rymer et al. 2005
Proteaceae,Persoonia,mollis,0.97,,,-33.834,150.381,,multiple
Proteaceae,Persoonia,rigida,,-0.04,,-37.167,144.25,#s are pollen load in ovaries not seed set,Trueman and Wallace 1999
Proteaceae,Roupala,montana,0.95,,,-15.86666667,-47.85,,Oliveira et al. 2004
Proteaceae,Telopea,speciosissima,1.00,1.00,1.00,-34.675,150.7,,Whelan and Goldingay 1989
Ranunculaceae,Aconitum,balfourii,0.65,,,30.23333333,79.21666667,,Nautiyal et al. 2009
Ranunculaceae,Anemone,canadensis,1.00,,,43.409,-95.197,avg. see inds. Tab,Douglas and Cruden 1994
Ranunculaceae,Anemone,nemorosa,,0.94,,47.378,8.535,seed set #s are percentages,Muller et al. 2000
Ranunculaceae,Anemone,patens,-0.52,,,61.016,16.875,,Lindell 1998
Ranunculaceae,Anemone,pulsatilla,0.34,,,53.696,16.611,,Lindell 1998
Ranunculaceae,Aquilegia,canadensis,,0.15,,island,island,0.555,Mavraganis Thesis
Ranunculaceae,Caltha,palustris,,0.97,,55.699,13.312,avg. see inds. Tab; greenhouse,Lundqvist 1992
Ranunculaceae,Delphinium,barbeyi,,-0.33,-0.33,,,,Williams et al. 2001
Ranunculaceae,Delphinium,bolosii,0.05,,,41.587,0.912,avg. see inds. Tab; greenhouse,Bosch et al. 2001
Ranunculaceae,Delphinium,cossonianum,0.06,,,34.061,-5.228,greenhouse,Bosch et al. 2001
Ranunculaceae,Delphinium,emarginatum,0.23,,,36.809,3.076,greenhouse,Bosch et al. 2001
Ranunculaceae,Delphinium,fissum,0.10,,,41.141,-6.119,subsp. Sordidum,Bosch et al. 2001
Ranunculaceae,Delphinium,nuttallianum,,0.40,0.40,,,,Williams et al. 2001
Ranunculaceae,Delphinium,pentagynum,0.25,,,38.428,-2.988,greenhouse,Bosch et al. 2001
Ranunculaceae,Delphinium,pictum,0.09,,,island,island,avg. see inds. Tab; greenhouse,Bosch et al. 2001
Ranunculaceae,Delphinium,staphisagria,0.10,,,36.729,-2.67,greenhouse,Bosch et al. 2001
Ranunculaceae,Delphinium,sylvaticum,0.20,,,35.514,8.339,greenhouse,Bosch et al. 2001
Ranunculaceae,Delphinium,verdunense,0.11,,,41.71,2.543,avg. see inds. Tab; greenhouse,Bosch et al. 2001
Ranunculaceae,Hepatica,americana,0.00,-0.02,-0.02,38,-78.9,,Motten 1986
Ranunculaceae,Hydrastis,canadensis,-0.30,,,,,"near Morgantown, WV",Sanders 2004
Ranunculaceae,Isopyrum,biternatum,-0.14,,,40.159,-88.13,Melampy and Hayworth 1980,Lloyd and Schoen 1992
Ranunculaceae,Ranunculus,dissectifolius,,0.52,,-36.467,148.317,,Pickering 1997
Ranunculaceae,Ranunculus,graniticola,,0.39,,-36.467,148.317,,Pickering 1997
Ranunculaceae,Ranunculus,millanii,,0.04,,-36.467,148.317,,Pickering 1997
Ranunculaceae,Ranunculus,minutiflorus,0.32,,,-40,-72.3,,Riveros et al. 1996
Ranunculaceae,Ranunculus,muelleri,,-0.27,,-36.467,148.317,,Pickering 1997
Ranunculaceae,Ranunculus,niphophilus,,-0.16,,-36.467,148.317,,Pickering 1997
Ranunculaceae,Ranunculus,repens,0.16,,,-40,-72.3,,Riveros et al. 1996
Ranunculaceae,Thalictrum,clavatum,0.01,,,37.755,-83.464,Melampy and Hayworth 1980,Lloyd and Schoen 1992
Rhamnaceae,Colletia,spinosissima,0.76,,,-33.56471667,-60.92456667,avg. see inds. Tab,Medan and Basilio 2001
Rhamnaceae,Condalia,montana,0.38,,,-31.73,-64.43,,Morales and Galetto 2003
Rhamnaceae,Discaria,americana,0.99,,,-34.814,-56.623,,"Medan 1993, Medan and Vasellati 1996"
Rhamnaceae,Discaria,toumatou,1.00,,,island,island,Primack 1979,Newstrom and Robertson 2005
Rhamnaceae,Retanilla,patagonica,1.00,,,-45.862525,-67.704175,,Medan and Arce 1999
Rhamnaceae,Talquenea,quinquenervia,0.83,0.30,0.88,-33.33,-70.33,,Arroyo and Uslar 1993
Rhamnaceae,Ziziphus,celata,1.00,,,27.728,-81.639,,Weekley and Race 2001
Rhamnaceae,Ziziphus,joazeiro,0.61,,,-8.46,-37.42,Pinheiro et al 191,Machado et al. 2006 and Leite and Machado 2010
Rhizophoraceae,Rhizophora,mangle,0.94,0.90,0.99,11.71,-69.78,,Lemus-Jimenez and Ramirez 2005
Rosaceae,Cercocarpus,ledifolius,0.24,,,41.26666667,-111.4833333,,Russell et al. 1998
Rosaceae,Coleogyne,ramosissima,0.90,,,39.842,-111.841,avg of 3 populations; see inds tab,Pendleton and Pendleton 1998
Rosaceae,Crataegus,crus_galli,0.20,,,43.092,-80.365,Dickinson and Phipps 1986,Lloyd and Schoen 1992
Rosaceae,Crataegus,monogyna,0.50,,,42.506,-6.822,,Guitian and Fuentes 1992
Rosaceae,Filipendula,rubra,,0.91,,37.379,-90.982,avg. see inds. Tab,Aspinwall and Christian 1992
Rosaceae,Geum,rivale,,-0.23,,island,island,,Ruhsam et al. 2010
Rosaceae,Geum,urbanum,,0.00,,island,island,,Ruhsam et al. 2010
Rosaceae,Potentilla,arbuscula,,0.95,,unknown,unknown,Wrong source?  Species not found in paper.,Bohs 2000
Rosaceae,Potentilla,davurica,,0.85,,48.922,111.972,native lat/long,Davidson and Lenz 1989
Rosaceae,Potentilla,fruticosa,,0.96,,56,-,avg. see inds. Tab; circumpolar,Davidson and Lenz 1989
Rosaceae,Potentilla,glabra,,1.00,,48.922,111.972,native lat/long,Davidson and Lenz 1989
Rosaceae,Potentilla,parvifolia,,1.00,,33.431,86.484,native lat/long,Davidson and Lenz 1989
Rosaceae,Prunus,armeniaca,0.63,,,cultivar,cultivar,cultivars,multiple
Rosaceae,Prunus,dulcis,0.02,,,cultivar,cultivar,cultivars,Martinez-Garcia et al. 2010
Rosaceae,Prunus,geniculata,0.97,,,,,,Weekley et al. 2010 AJB
Rosaceae,Prunus,pensylvanica,0.98,,,52.137,-106.671,,Shiell et al. 2002
Rosaceae,Prunus,virginiana,0.77,,,52.137,-106.671,,Shiell et al. 2002
Rosaceae,Pyrus,communis,0.78,1.00,1.00,unknown,unknown,"article in japanese; not in tropicos; common pear, assumed cultivar but can't read article",Yamada et al. 1991
Rosaceae,Rosa,acicularis,-0.44,,,48,-100,var. engelmannii; Tropicos,Ueda and Akimoto 2001
Rosaceae,Rosa,arvensis,1.00,,,unknown,unknown,no range in tropicos,Ueda and Akimoto 2001
Rosaceae,Rosa,banksiae,1.00,,,unknown,unknown,var. normalis; no range in Tropicos,Ueda and Akimoto 2001
Rosaceae,Rosa,bracteata,1.00,,,33,-83,Tropicos average,Ueda and Akimoto 2001
Rosaceae,Rosa,chinensis,1.00,,,unknown,unknown,var. spontanea; no range in tropicos,Ueda and Akimoto 2001
Rosaceae,Rosa,cinnamomea,0.60,,,48,-85,Tropicos average,Ueda and Akimoto 2001
Rosaceae,Rosa,coriifolia,-0.31,,,unknown,unknown,no range in tropicos,Ueda and Akimoto 2001
Rosaceae,Rosa,cymosa,0.90,,,unknown,unknown,no range in tropicos,Ueda and Akimoto 2001
Rosaceae,Rosa,eglanteria,-0.31,,,unknown,unknown,global range?,Ueda and Akimoto 2001
Rosaceae,Rosa,filipes,1.00,,,unknown,unknown,no range in tropicos,Ueda and Akimoto 2001
Rosaceae,Rosa,gallica,0.53,,,40,-80,Tropicos average,Ueda and Akimoto 2001
Rosaceae,Rosa,gentiliana,1.00,,,unknown,unknown,no range in tropicos,Ueda and Akimoto 2001
Rosaceae,Rosa,gigantea,1.00,,,unknown,unknown,no range in tropicos,Ueda and Akimoto 2001
Rosaceae,Rosa,helenae,1.00,,,unknown,unknown,no range in tropicos,Ueda and Akimoto 2001
Rosaceae,Rosa,luciae,0.79,,,unknown,unknown,var. fujisanensis; not in tropicos,Ueda and Akimoto 2001
Rosaceae,Rosa,moschata,1.00,,,32,-87,Tropicos average,Ueda and Akimoto 2001
Rosaceae,Rosa,multiflora,1.00,,,unknown,unknown,var. adenochaeta; global range,Ueda and Akimoto 2001
Rosaceae,Rosa,pendulina,0.00,,,47,13,no range in tropicos; Fer et al 2007 range,Ueda and Akimoto 2001
Rosaceae,Rosa,roxburghii,1.00,,,34,100,Tropicos average,Ueda and Akimoto 2001
Rosaceae,Rosa,rugosa,0.78,,,island,island,no range in tropicos; Ueda 1996 range,Ueda and Akimoto 2001
Rosaceae,Rosa,wichurana,1.00,,,40,-80,Tropicos average,Ueda and Akimoto 2001
Rosaceae,Rubus,radicans,0.17,,,-40,-72.3,,Riveros et al. 1996
Rosaceae,Sorbus,aucuparia,0.92,,,42.6167,7.083,percentages are averages of individuals; see other tab,Pias and Guitan 2006
Rosaceae,Sorbus,torminalis,0.87,,,island,island,,Rasmussen and Kollman 2004
Rubiaceae,Cephalanthus,occidentalis,0.87,,,25.76,-80.271,,Imbert and Richards 1993
Rubiaceae,Coussarea,sp,1.00,,,10.433,-84,,Bawa et al. 1985a
Rubiaceae,Diodia,multiflora,0.45,0.44,0.69,8.933333333,-67.41666667,,Ramirez and Brito 1990
Rubiaceae,Diodia,radula,0.01,-2.00,-1.97,island,island,,McMullen 1987
Rubiaceae,Exostema,caribaeum,0.97,,,19.5,-105.05,,Bullock 1985
Rubiaceae,Faramea,cyanea,1.00,,,-19.16666667,-48.4,CAN'T FIND SOURCE CITATION,Mendona and Oliveira (in press)
Rubiaceae,Gaertnera,vaginata,1.00,,,island,island,,Pailler and Thompson 1997
Rubiaceae,Guettarda,scabra,0.16,,,25.403,-80.628,,Richards and Koptur 1993
Rubiaceae,Hamelia,patens,0.96,,,10.433,-84,,multiple
Rubiaceae,Hamelia,versicolor,0.12,,,19.5,-105.05,,Bullock 1985
Rubiaceae,Hamelia,xerocarpa,1.00,,,10.433,-84,,Bawa et al. 1985a
Rubiaceae,Ixora,pavetta,0.93,,,12.06,79.88,,Nayak and Davidar 2010
Rubiaceae,Leptostigma,arnottianum,-0.56,,,-40,-72.3,,Riveros et al. 1996
Rubiaceae,Manettia,luteo_rubra,0.38,,,-24.183,48.533,,Passos and Sazima 1995
Rubiaceae,Nertera,granadensis,0.09,,,-40,-72.3,,Riveros et al. 1996
Rubiaceae,Paederia,foetida,1.00,,,28.159,-82.343,avg. see inds. Tab,Liu et al. 2006
Rubiaceae,Palicourea,alpina,-0.20,,,island,island,,Tanner 1982
Rubiaceae,Palicourea,angustifolia,0.91,0.97,1.00,10,-66,,Sobrevila and Arroyo 1982
Rubiaceae,Palicourea,brenesii,1.00,,,9.567,-83.8,L morph,Wesselingh et al. 1999
Rubiaceae,Palicourea,coriaceae,0.65,,,,,,Consolaro et al. 2009
Rubiaceae,Palicourea,demissa,1.00,,,8.633333333,-71.03333333,,Valois-Cuesta et al. 2010
Rubiaceae,Palicourea,fendleri,0.97,0.98,1.00,10,-66,,Sobrevila and Arroyo 1982
Rubiaceae,Palicourea,marcgravii,0.94,,,,,,Consolaro et al. 2009
Rubiaceae,Palicourea,officinalis,0.90,,,,,,Consolaro et al. 2009
Rubiaceae,Palicourea,petiolaris,0.43,0.14,0.51,10,-66,L morph,Sobrevila and Arroyo 1982
Rubiaceae,Palicourea,rigida,0.95,,,-15.86666667,-47.85,Silva 1995; results for ISI are from different morphs,Oliveira and Gibbs 2000
Rubiaceae,Pentanisia,angustifolia,1.00,,,-29.43833333,30.235,,Massinga et al. 2005
Rubiaceae,Pentanisia,prunelloides,1.00,,,-30.26833333,30.60833333,,Massinga et al. 2005
Rubiaceae,Posoqueria,grandiflora,1.00,,,10.323,-83.885,,Bawa and Beach 1983
Rubiaceae,Posoqueria,latifolia,1.00,,,10.433,-84,,Bawa et al. 1985a
Rubiaceae,Psychotria,costularia,0.48,0.69,0.84,10,-66,,Sobrevila and Arroyo 1982
Rubiaceae,Psychotria,faxlucens,1.00,,,18.58333333,-95.1,,Perez-Nasser et al. 1993
Rubiaceae,Psychotria,poeppigiana,0.88,,,-18.86666667,-48.23333333,,"Coelho, C.P. and A.A.A. Barbosa. 2004. Biologia reprodutiva de Psychotria poeppigiana Mull. Arg. (Rubiaceae) em mata de galeria. Acta bot. bras. 18(3): 481-489."
Rubiaceae,Putoria,calcabrica,0.07,,,35.767,-5.35,,Ortiz et al. 2000
Rubiaceae,Relbunium,hypocarpium,0.00,-5.17,-5.17,-33.33,-70.33,,Arroyo and Uslar 1993
Rubiaceae,Rudgea,cornifolia,1.00,,,10.433,-84,,Bawa et al. 1985a
Rubiaceae,Tarenna,asiatica,0.47,,,12.06,79.88,,Nayak and Davidar 2010
Rubiaceae,Tocoyena,formosa,1.00,,,-13,-50,,Saraiva et al. 1996
Rubiaceae,Warszewiczia,coccinea,1.00,,,10.433,-84,,multiple
Rutaceae,Citrus,paradisi,0.25,0.21,0.41,-23.467,-64.4,cultivar,Chacoff and Aizen 2007
Rutaceae,Glycosmis,pentaphylla,0.44,,,12.06,79.88,,Nayak and Davidar 2010
Rutaceae,Zieria,adenodonta,1.00,,,-25,135,ISI is avg of reported values (see Individuals tab),no label
Rutaceae,Zieria,arborescens,1.00,,,-25,135,ISI is avg of reported values (see Individuals tab),no label
Rutaceae,Zieria,aspalathoides,0.50,,,-25,135,subsp. Aspalathoides; ISI is avg of reported values (see Individuals tab),no label
Rutaceae,Zieria,laevigata,-2.68,,,-25,135,ISI is avg of reported values (see Individuals tab),no label
Rutaceae,Zieria,robusta,1.00,,,-25,135,ISI is avg of reported values (see Individuals tab),no label
Salicaceae,Azara,lanceolata,0.99,,,-40,-72.3,,Riveros et al. 1996
Salicaceae,Casearea,arborea,0.92,,,10.433,-84,,Bawa et al. 1985a
Salicaceae,Casearea,corymbosa,0.97,,,14.967,94.525,,multiple
Salicaceae,Casearea,tremula,1.00,,,19.5,-105.05,,Bullock 1985
Salicaceae,Prockia,crucis,0.97,,,19.5,-105.05,,Bullock 1985
Salicaceae,Prockia,flava,0.82,0.92,0.99,10.5,-66.88333333,,Ruiz-Zapata and Arroyo 1978
Santalaceae,Santalum,album,0.98,,,12.168,77.168,transplant,Rugkhla et al. 1997
Santalaceae,Santalum,spicatum,0.92,,,-30.714,121.509,,Rugkhla et al. 1997
Sapindaceae,Lepisanthes,tetraphylla,0.92,,,12.06,79.88,,Nayak and Davidar 2010
Sapindaceae,Urvillea,ulmacea,1.00,1.00,1.00,10.5,-66.88333333,,Ruiz-Zapata and Arroyo 1978
Sapotaceae,Argania,spinosa,0.94,,,29.764,-8.965,transplant,Nerd et al. 1998
Sapotaceae,Manilkara,zapota,1.00,,,10.53,-85.25,,Bawa 1974
Sapotaceae,Sideroxylon,obtusifolium,1.00,,,-7.333333333,-36.3,,Leite and Machado 2010
Saxifragaceae,Chrysosplenium,valdivicum,0.52,,,-40,-72.3,,Riveros et al. 1996
Saxifragaceae,Escallonia,rosea,-0.75,,,-40,-72.3,,Riveros et al. 1996
Saxifragaceae,Escallonia,rubra,0.39,,,-40,-72.3,,Riveros et al. 1996
Saxifragaceae,Saxifraga,cernua,0.00,0.00,0.00,island,island,,Brochmann and Hapnes 2001
Saxifragaceae,Saxifraga,hyperborea,,0.00,,island,island,polyploid,Brochmann and Hapnes 2001
Saxifragaceae,Saxifraga,rivularis,,0.30,,island,island,polyploid; avg. see inds tab,Brochmann and Hapnes 2001
Saxifragaceae,Saxifraga,stellaris,,0.01,,60.611,7.503,,Sandvik et al. 1999
Saxifragaceae,Saxifraga,svalbardensis,,0.25,,island,island,polyploid; avg. see inds tab,Brochmann and Hapnes 2001
Saxifragaceae,Tellima,grandiflora,0.71,,,45.523,-122.585,,Weiblen and Brehm 1996
Saxifragaceae,Tiarella,cordifolia,0.93,,,42,-78.9,,Motten 1986
Saxifragaceae,Tolmeia,menziesii,1.00,,,45.523,-122.585,,Weiblen and Brehm 1996
Scrophulariaceae,Capraria,biflora,0.10,-0.15,-0.03,11.71,-69.78,,Lemus-Jimenez and Ramirez 2005
Simaroubaceae,Castela,erecta,1.00,1.00,1.00,11.71,-69.78,,Lemus-Jimenez and Ramirez 2005
Smilacaceae,Smilax,viscosum,0.59,,,41.48333333,-71.53333333,changed to 'woody',Rathcke 1988
Solanaceae,Acnistus,arborescens,0.12,0.83,0.85,5,-73,Tropicos average,Smith and Baum 2007
Solanaceae,Anisodus,tanguticus,0.46,0.47,0.71,32.695,86.396,averaged two locations,Duan et al. 2007
Solanaceae,Benthamiella,nordenskjoldii,1.00,1.00,1.00,unknown,unknown,no range in tropicos,Arroyo and Squeo 1990
Solanaceae,Brachistus,stramonifolius,-0.13,,,14,-88,Tropicos average,Sousa-Pena 2001
Solanaceae,Browalia,americana,0.00,,,,,,"B.I., unpub. data"
Solanaceae,Capsicum,annuum,0.42,,,,,cultivar; used outcrossing rate from Campodonico 1983,Serrano and Guerra-Sanz 2006
Solanaceae,Capsicum,frutescens,-0.22,-4.40,-5.59,island,island,,McMullen 1987
Solanaceae,Cestrum,bigibbosum,0.86,,,10.35,-67.5,,Castro-Laporte and Ruiz-Zapata 2000
Solanaceae,Cestrum,magalophyllum,1.00,,,10.35,-66.5,,Castro-Laporte and Ruiz-Zapata 2000
Solanaceae,Cestrum,microcalyx,1.00,,,10.35,-65.5,,Castro-Laporte and Ruiz-Zapata 2000
Solanaceae,Cestrum,parqui,0.86,,,-31.73,-64.43,,Morales and Galetto 2003
Solanaceae,Cestrum,potaliifolium,1.00,,,10.35,-64.5,,Castro-Laporte and Ruiz-Zapata 2000
Solanaceae,Cestrum,salicifolium,1.00,,,10.35,-63.5,,Castro-Laporte and Ruiz-Zapata 2000
Solanaceae,Datura,innoxia,0.18,0.08,0.24,11.71,-69.78,,Lemus-Jimenez and Ramirez 2005
Solanaceae,Datura,stramonium,0.00,,,-29.633,30.4,,"Motten and Antonovics 1992; van Kleunen et al. 2007; Igic, unpub. data"
Solanaceae,Dunalia,brachyacantha,1.00,1.00,1.00,-17,-64,Tropicos average,Smith and Baum 2007
Solanaceae,Dyssochroma,viridiflorum,1.00,,1.00,-23.4167,-45,,Sazima et al. 2003. Annals of Botany 92:725-730.
Solanaceae,Eriolarynx,lorentzii,1.00,1.00,1.00,unknown,unknown,no range in tropicos,Smith and Baum 2007
Solanaceae,Iochroma,australe,1.00,1.00,1.00,-36,-65,Tropicos average,Smith and Baum 2007
Solanaceae,Iochroma,cyaneum,1.00,1.00,1.00,-2,-78,Tropicos average,Smith and Baum 2007
Solanaceae,Iochroma,gesnerioides,1.00,1.00,1.00,-2,-78,Tropicos average,Smith and Baum 2007
Solanaceae,Jaborosa,integrifolia,0.86,0.91,0.99,-32.9278,-60.61,,Vesprini and Galetto 2000
Solanaceae,Lycium,berlanderi,0.71,0.86,0.96,,,used imagej on reported bar charts,Miller and Venable 2002
Solanaceae,Lycium,cestroides,1.00,,,-31.878,-63.632,,Aguilar and Bernardello 2001
Solanaceae,Lycium,ferocissimum,0.89,0.82,0.98,-33.1186,18.0584,,Miller et al. 2008
Solanaceae,Lycium,pallidum,0.88,0.56,0.95,,,used imagej on reported bar charts,Miller and Venable 2002
Solanaceae,Lycium,parishii,0.79,0.66,0.93,,,used imagej on reported bar charts,Miller and Venable 2002
Solanaceae,Lycium,pumilum,0.92,0.87,0.99,-38.6378,21.6522,,Miller et al. 2008
Solanaceae,Nicotiana,glauca,0.73,0.86,0.96,10.5,-66.88,,Jaimes and Ramirez 1999
Solanaceae,Nolana,adansonii,0.95,0.52,0.98,-17,-70,no range in tropicos; range from Dillon et al 2007,"Douglas, A. 2007. Ph.D. Thesis. University of New Hampshire"
Solanaceae,Nolana,aticoana,1.00,1.00,1.00,-9,-75,Tropicos,"Douglas, A. 2007. Ph.D. Thesis. University of New Hampshire"
Solanaceae,Nolana,elegans,1.00,1.00,1.00,-26,-70,no range in tropicos; range from Dillon et al 2007,"Douglas, A. 2007. Ph.D. Thesis. University of New Hampshire"
Solanaceae,Nolana,humifusa,1.00,1.00,1.00,-10,-75,no range in tropicos; range from Dillon et al 2007,"Douglas, A. 2007. Ph.D. Thesis. University of New Hampshire"
Solanaceae,Nolana,ivaniana,0.93,0.00,0.93,-9,-75,,"Douglas, A. 2007. Ph.D. Thesis. University of New Hampshire"
Solanaceae,Nolana,laxa,1.00,1.00,1.00,-10,-75,no range in tropicos; range from Dillon et al 2007,"Douglas, A. 2007. Ph.D. Thesis. University of New Hampshire"
Solanaceae,Nolana,plicata,1.00,1.00,1.00,-9,-75,,"Douglas, A. 2007. Ph.D. Thesis. University of New Hampshire"
Solanaceae,Nolana,prostrata,0.79,0.78,0.95,,,,Darwin 1876
Solanaceae,Nolana,rupicola,1.00,1.00,1.00,-26,-70,no range in tropicos; range from Dillon et al 2007,"Douglas, A. 2007. Ph.D. Thesis. University of New Hampshire"
Solanaceae,Petunia,hybrida,,0.66,,,,,Oloumi and Rezanejhad 2009
Solanaceae,Physalis,cinerascens,1.00,,,35.2225,-97.4391667,,"Sullivan, J.R. 1984. Pollination biology of Physalis viscosa var. cinerascens (Solanaceae) AJB 71:815-820."
Solanaceae,Physalis,viscosa,1.00,,,-31.73,-64.43,,Morales and Galetto 2003
Solanaceae,Salpichroa,origanifolia,0.81,,,-31.73,-64.43,,Morales and Galetto 2003
Solanaceae,Salpigolossis,sinuata,0.77,0.84,0.96,-33.33,-70.33,,Arroyo and Uslar 1993
Solanaceae,Schwenkia,americana,0.00,,0.00,,,,"B.I., unpub. data"
Solanaceae,Solanum,amotapense,0.00,,,,,,Bohs 2001
Solanaceae,Solanum,atropurpureum,0.00,,,,,,"B.I., unpub. data"
Solanaceae,Solanum,betaceum,-0.03,-0.01,-0.04,,,,Bohs 1991
Solanaceae,Solanum,carolinense,0.96,,,39.65,-78.766,greenhouse,Travers et al. 2004
Solanaceae,Solanum,catilliflorum,-0.13,,,-13.6339,-72.8814,viny or trailing shrub; stem woody or thick-herbaceous,Anderson et al. 2006
Solanaceae,Solanum,chenopodioides,1.00,,,-31.73,-64.43,,Morales and Galetto 2003
Solanaceae,Solanum,chilense,0.92,,,-19.88,-69.34,,"B.Igic, unpub. data"
Solanaceae,Solanum,chmielewskii,-0.04,,0.04,,,,"B.I., unpub. data"
Solanaceae,Solanum,circinatum,1.00,1.00,1.00,,,,Bohs 1991
Solanaceae,Solanum,commersonii,1.00,,1.00,,,,"B.I., unpub. data"
Solanaceae,Solanum,corymbiflorum,1.00,1.00,1.00,,,,Bohs 1991
Solanaceae,Solanum,curtipes,0.34,,,-31.73,-64.43,,Morales and Galetto 2003
Solanaceae,Solanum,diploconos,1.00,1.00,1.00,,,,Bohs 1991
Solanaceae,Solanum,diversifolium,1.00,1.00,1.00,,,,Bohs 1991
Solanaceae,Solanum,glaucophyllum,1.00,,1.00,,,,Bohs 2001
Solanaceae,Solanum,gourlayi,0.44,0.09,0.49,,,used control outcross data from Masuelli and Camadro 1997,"Camadro and Peloquin 1981, 1982; Masuelli and Camadro 1997"
Solanaceae,Solanum,khasianum,0.00,,,25,91,Tropicos,"B.I., unpub. data"
Solanaceae,Solanum,ligustrinum,1.00,1.00,1.00,-33.33,-70.33,,Arroyo and Uslar 1993
Solanaceae,Solanum,luteoalbum,0.11,,0.11,,,,Bohs 2001
Solanaceae,Solanum,lycocarpum,1.00,,,-17,-50,,Oliveira-Filho and Oliveira 1988
Solanaceae,Solanum,lycopersicum,0.00,,,,,,"B.I., unpub. data"
Solanaceae,Solanum,mauritianum,-0.13,-0.01,-0.14,naturalized,naturalized,Naturalized,Rambuda and Johnson 2004
Solanaceae,Solanum,muricatum,-0.48,,,island,island,avg. see inds. Tab,Murray et al. 1992
Solanaceae,Solanum,neorickii,0.00,,0.00,,,,"B.I., unpub. data"
Solanaceae,Solanum,nigrum,0.00,,0.00,,,,"B.I., unpub. data"
Solanaceae,Solanum,ochranthum,1.00,,,-6,-78,range from  Kobeyashi et al 1996,"B.Igic, unpub. data"
Solanaceae,Solanum,oplocense,-0.18,,,,,used interspecific outcross fruit set,"Camadro and Peloquin 1981, 1982; Masuelli and Camadro 1997"
Solanaceae,Solanum,palinacanthum,1.00,,,-20.649,-49.349,long styled flowers,Coleman and Coleman
Solanaceae,Solanum,perlongistylum,1.00,,,-13.6339,-72.8814,viny or trailing shrub; stem woody or thick-herbaceous,Anderson et al. 2006
Solanaceae,Solanum,peruvianum,0.91,,0.91,,,,"Jamie Kostyun, M.S. Thesis, Amherst College, 2009."
Solanaceae,Solanum,pimpinellifolium,0.07,,,-27,70,average range,"Rick et al. 1977; Igic, unpub. data"
Solanaceae,Solanum,platense,0.00,,0.00,,,,"B.I., unpub. data"
Solanaceae,Solanum,pseudolulo,0.00,,0.00,,,,"B.I., unpub. data"
Solanaceae,Solanum,punctulatum,-0.33,,,island,island,,Tanner 1982
Solanaceae,Solanum,roseum,1.00,,1.00,,,used intersp. Cross,Bohs 1991
Solanaceae,Solanum,rostratum,,0.00,,33.998,-96.792,seed set #s are percentages; Bowers 1975,Lloyd and Schoen 1992
Solanaceae,Solanum,simile,0.00,,0.00,,,,"B.I., unpub. data"
Solanaceae,Solanum,stuckertii,0.94,,0.94,,,"average of two accessions, both 1.00",Bohs 2001
Solanaceae,Solanum,tucumanense,0.17,,0.17,,,,"B.I., unpub. data"
Solanaceae,Solanum,unilobum,1.00,1.00,1.00,,,,Bohs 1991
Solanaceae,Solanum,valdiviense,0.86,,,-40,-72.3,,Riveros et al. 1996
Solanaceae,Vassobia,breviflora,0.78,0.84,0.97,-26,-63,Tropicos average,Smith and Baum 2007
Solanaceae,Withania,somnifera,-0.06,0.03,-0.03,40,25,ascession details not given; Tropicos ,Latoo et al. 2007
Solanaceae,Witheringia,asterotricha,1.00,,,10.433,-84,,multiple
Solanaceae,Witheringia,coccoloboides,1.00,,,7,-76,avg.; see inds. Tab; Tropicos average,Sousa-Pena 2001
Solanaceae,Witheringia,correana,1.00,,,9,-80,Tropicos average,Sousa-Pena 2001
Solanaceae,Witheringia,macrantha,1.00,,,9,-82,Tropicos average,Sousa-Pena 2001
Solanaceae,Witheringia,meiantha,1.00,,,10.433,-84,,multiple
Solanaceae,Witheringia,mexicana,0.91,,,22,-100,Tropicos average,Sousa-Pena 2001
Solanaceae,Witheringia,mortonii,1.00,,,10,-84,Tropicos average,Sousa-Pena 2001
Solanaceae,Witheringia,solanacea,0.71,-0.80,0.47,9.525,-83.625,,Bohs 2000
Solanaceae,Witheringia,somnifera,-0.06,0.03,-0.03,,,,Latoo et al. 2007
Sterculiaceae,Sterculia,colorata,0.47,,,,,,Raju et al. 2004
Stylidiaceae,Stylidium,adnatum,0.32,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,adpressum,0.97,,,-30,120,,Burbidge and James 1991
Stylidiaceae,Stylidium,breviscapum,0.91,,,-30,120,,Burbidge and James 1991
